image_name,x,y,radius,prediction,GMI
00001b2b5609af42ab0ab276dd4cd41c3e7745b5.jpg,77,87,5,0.9999939,0.25451173644775066
00039ed67c14391535d5ac933cc4854619849738.jpg,37,21,5,1.0,0.0
0007e4f8f2e61aa10a7cdb647e8ed346a9b4398a.jpg,24,48,2,1.0,0.0
000aa7c34dc319d936d36f7f4c257812d3d03cdf.jpg,11,30,5,1.0,0.0
0013e3d4705d909a5fbd9adfbd3ce863e0049fa8.jpg,24,46,2,1.0,0.0
0015755081704e97e3f3f287240e5e57597f23ca.jpg,23,81,2,1.0,0.0
0018f45df78db5e21d0b52f4d97a1f6540786aab.jpg,25,92,3,0.4907124,0.3503806345282972
002412db95bae581b731aaec4e6c9ad8becf4e9a.jpg,70,66,3,0.9999743,0.11121734412428892
0031c1a3f75e9da8a7fd3d1d7c9d87b6e2552ab8.jpg,2,57,2,0.9973802,0.14391992045344357
003706c6d4712397d6851c927970dec1f0d0da28.jpg,37,9,5,1.0,0.0
00387920d5d8a36f98d21db8234ca08e3e0b5fd0.jpg,51,53,5,1.0,0.0
005065fc263e4f4b966e2f98ffa8a585e4a5ad43.jpg,28,16,3,1.0,0.0
0050fba090ba4debdecf4509a963fb328db776f9.jpg,23,13,5,1.0,0.0
0059d8e5018a03b8af4454b23f5f429476c392e4.jpg,82,92,4,0.18035868,0.41084222468842657
005b40ca27e1ecfc88705830e04ecd4df92e9a88.jpg,15,61,2,1.0,0.0
005e7fb8cbb3ac1b0f6a2eec45674ad5f2410f07.jpg,59,31,3,1.0,0.0
0063920bcf92c31596fe42e1be4401c58ffb063a.jpg,47,41,4,1.0,0.0
0069beab1504f4dbb63f51682c743ac12c477c4a.jpg,13,74,2,0.99997604,0.3120445539823423
006b0b9a6bd1716e4a65cf902c4ed181dbaafa3b.jpg,86,47,2,0.5734443,0.24888556005811044
006df4d155775dfd6319528812a257729ec87b23.jpg,57,25,4,1.0,0.0
00745ec12238ce713c9760f4c632bc9348d2a5b3.jpg,70,85,3,0.99980944,0.30029416694303446
007fcf180a28349702a4a6749e20554e0cb326b2.jpg,28,84,5,0.9999981,0.31314322300852493
0087b7acf3cda167b246f234272b9e9acc107c9e.jpg,50,50,5,1.0,0.0
009d4146945621cbd1d2c79f64c959fda9f10d23.jpg,72,65,2,1.0,0.0
009eee478b75b68e30852dba706ab3ee9d87dc7c.jpg,6,86,2,0.23590201,0.3500872398104922
00a092799b526521cdf35aab8ee306041f466f7a.jpg,69,67,2,0.9999537,0.26357388260804
00a3dc7e24407ce9673a3eacf38ab1cafa2a8a36.jpg,3,54,2,0.96716744,0.12358667182541895
00acdfb1ac594b002ce1306d8fe9f8a16ab02ceb.jpg,73,7,2,0.99999917,0.5413457847333468
00b149334c94feb81a13c5ead3c6a92600797eae.jpg,53,5,3,0.9999999,0.3764873865628161
00b9c0592a7e3ebf73630d6819411d9b56bab175.jpg,53,68,2,0.9999512,0.24835863504909034
00c05e1527a98f87708681500964a42daa596618.jpg,87,49,2,0.08674559,0.09856868258173078
00c683a18d74027518d02dc6c63894ea5b2fe5b5.jpg,12,71,4,0.9999998,0.29324669626665906
00cf9cc4b6ef8872b848283a87581d0ec357372d.jpg,45,9,2,1.0,0.0
00d4f78182a5c60615fcc6d50b442d18982b2ed0.jpg,17,32,3,0.99999976,0.24159022138077718
00da9cfbdc1b02f7919689bf250b4f4ac752d0eb.jpg,11,85,3,0.9839043,0.42395515493568947
00daa47c3baf2b504a0ec83f53b64f475dcbabef.jpg,46,73,2,1.0,0.0
00e603f0287a36e471f0441ec359c97697ccc704.jpg,52,27,3,1.0,0.0
00efe48baba18afb57870a5e8ae6bbabbe59ddf1.jpg,32,52,3,1.0,0.0
00fbc09d2bd8aeda14407e52de2aaf342624ff30.jpg,82,58,5,0.9999997,0.19476733319051165
0109150cb8b8b703b95234d8aa597efc51a2139a.jpg,42,87,5,1.0,0.0
010fd1d36f89041a6ffca32e95ea70ed43211e96.jpg,51,25,4,1.0,0.0
012488732daaa22322ffbf1624d475e24c436e67.jpg,56,76,2,0.99999744,0.37907193275653833
0125f32380007db2087f7a5c4874d588bcc9afec.jpg,35,58,5,1.0,0.0
012b25ccf936dd313322234c8884c283f8bf1e97.jpg,30,67,2,0.9999995,0.21050895370939127
0133cbce7f4318159b796a144f2f6791231d7632.jpg,59,22,4,1.0,0.0
013b2150491b9647318df034cc0d9a12ce2247c0.jpg,65,33,4,1.0,0.0
013fef703928c2a914944b657f13af45aa406f85.jpg,10,86,3,0.9946338,0.2957362868530234
01477cf3dc764de7caa806aa903722855047020d.jpg,88,42,5,0.9999096,0.1995013639841347
0169ba29f8d6213c40e0a30e61f653fa2f387b97.jpg,33,41,4,1.0,0.0
016c989c8a46d5c108b7fb26d95261ed8ed4fece.jpg,75,59,5,1.0,0.0
0171e4b32ab204975a734d067a1136e64f9c3c4c.jpg,49,37,3,1.0,0.0
